ITERAÇÃO,NR PONTOS SELECIONADOS,TOTAL PONTOS,LISTA DE PONTOS,RESULTADO
81,10,20,1 3 7 8 10 11 15 16 17 20 ,12.209091
82,2,20,1 11 ,12.209091
83,9,20,2 3 4 5 7 9 14 15 16 ,12.209091
84,2,20,2 12 ,12.209091
85,8,20,3 4 10 13 14 15 18 19 ,12.209091
86,13,20,1 2 3 4 5 6 8 11 13 14 15 17 19 ,12.209091
87,2,20,14 17 ,12.209091
88,3,20,4 5 10 ,12.209091
89,6,20,5 7 9 16 17 18 ,12.209091
90,3,20,4 15 17 ,12.209091
91,20,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,12.209091
92,11,20,1 3 4 5 8 13 15 16 17 19 20 ,12.209091
93,9,20,2 3 7 9 12 13 15 16 20 ,12.209091
94,3,20,11 17 19 ,12.209091
95,12,20,2 3 5 7 9 10 12 14 15 17 18 19 ,12.209091
96,18,20,1 2 3 4 5 7 9 10 11 12 13 14 15 16 17 18 19 20 ,12.209091
97,5,20,3 7 15 16 20 ,12.209091
98,9,20,1 5 6 7 9 11 13 17 20 ,12.209091
99,6,20,1 6 10 12 13 18 ,12.209091
100,14,20,1 2 4 5 7 8 9 10 15 16 17 18 19 20 ,12.209091
101,18,20,1 2 3 4 5 6 7 8 9 10 12 13 14 16 17 18 19 20 ,12.209091
102,18,20,1 2 3 4 5 6 7 8 9 10 11 14 15 16 17 18 19 20 ,12.209091
103,19,20,1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,12.209091
104,6,20,9 10 11 13 17 18 ,12.209091
105,19,20,1 2 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,12.209091
106,7,20,1 3 8 9 14 16 18 ,12.209091
107,16,20,1 4 5 6 7 8 9 10 11 12 14 15 17 18 19 20 ,12.209091
108,19,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 20 ,12.209091
109,9,20,1 6 7 9 10 11 15 16 17 ,12.209091
110,9,20,2 11 13 14 15 16 18 19 20 ,12.209091
111,5,20,5 10 11 15 17 ,12.209091
112,6,20,2 5 11 14 15 19 ,12.209091
113,3,20,1 6 19 ,12.209091
114,14,20,1 3 4 5 6 8 9 12 14 16 17 18 19 20 ,12.209091
115,20,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,12.209091
116,11,20,3 4 5 6 7 8 10 14 15 16 18 ,12.209091
117,18,20,1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 20 ,12.209091
118,12,20,3 5 8 10 12 13 14 16 17 18 19 20 ,12.209091
119,18,20,1 2 3 4 5 6 8 9 10 11 13 14 15 16 17 18 19 20 ,12.209091
120,3,20,2 6 20 ,12.209091
121,2,20,19 20 ,12.209091
122,3,20,1 5 13 ,12.209091
123,5,20,1 3 6 15 17 ,12.209091
124,5,20,1 11 15 17 19 ,12.209091
125,13,20,3 5 6 7 8 11 12 13 15 16 17 18 20 ,12.209091
126,9,20,7 8 9 10 12 14 18 19 20 ,12.209091
127,20,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,12.209091
128,9,20,1 2 3 5 12 13 14 15 20 ,12.209091
129,6,20,9 12 13 15 16 18 ,12.209091
130,2,20,3 7 ,12.209091
131,8,20,1 2 6 11 12 14 18 20 ,12.209091
132,18,20,1 2 3 4 5 6 8 9 11 12 13 14 15 16 17 18 19 20 ,12.209091
133,6,20,3 10 11 15 16 19 ,12.209091
134,6,20,3 4 6 8 11 16 ,12.209091
135,16,20,2 3 4 5 6 8 9 11 12 13 14 16 17 18 19 20 ,12.209091
136,11,20,2 3 5 9 10 11 13 14 16 19 20 ,12.209091
137,11,20,2 4 5 6 7 8 9 16 17 18 19 ,12.209091
138,8,20,2 5 6 11 14 15 16 19 ,12.209091
139,15,20,2 4 5 7 8 11 12 13 14 15 16 17 18 19 20 ,12.209091
140,6,20,3 6 11 15 19 20 ,12.209091
141,10,20,4 5 8 9 13 14 15 16 18 19 ,12.209091
142,7,20,5 9 10 11 12 19 20 ,12.209091
143,13,20,1 3 6 7 8 9 10 11 13 14 15 16 20 ,12.209091
144,15,20,2 4 5 7 8 9 10 11 13 15 16 17 18 19 20 ,12.209091
145,15,20,1 2 3 4 5 7 8 9 10 12 15 16 17 18 19 ,12.209091
146,8,20,2 3 4 5 8 11 13 16 ,12.209091
147,20,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,12.209091
148,19,20,1 2 3 4 5 6 7 8 9 10 11 12 13 15 16 17 18 19 20 ,12.209091
149,5,20,3 6 9 15 20 ,12.209091
150,17,20,2 3 5 6 7 8 9 10 12 13 14 15 16 17 18 19 20 ,12.209091
151,13,20,1 2 4 5 6 7 8 11 12 14 16 19 20 ,12.209091
152,20,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,12.209091
153,5,20,9 12 14 17 18 ,12.209091
154,3,20,5 7 15 ,12.209091
155,19,20,1 2 3 4 5 6 7 8 9 10 12 13 14 15 16 17 18 19 20 ,12.209091
156,4,20,3 16 17 19 ,12.209091
157,4,20,9 12 14 20 ,12.209091
158,2,20,6 11 ,12.209091
159,12,20,2 4 6 7 9 10 12 14 16 17 18 19 ,12.209091
160,17,20,1 2 3 4 5 7 8 9 10 12 13 14 15 16 17 18 20 ,12.209091
161,5,20,2 5 12 16 20 ,12.209091
162,7,20,3 6 9 10 12 14 15 ,12.209091
163,20,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,12.209091
164,16,20,1 2 3 4 5 6 9 10 11 12 13 16 17 18 19 20 ,12.209091
165,12,20,1 2 3 6 7 8 10 11 12 15 16 18 ,12.209091
166,2,20,6 13 ,12.209091
167,2,20,4 6 ,12.209091
168,16,20,1 2 4 5 6 7 8 10 11 12 13 16 17 18 19 20 ,12.209091
169,19,20,1 2 3 4 5 6 7 8 9 10 12 13 14 15 16 17 18 19 20 ,12.209091
170,4,20,4 10 15 20 ,12.209091
171,11,20,1 3 5 8 9 11 13 15 17 19 20 ,12.209091
172,4,20,7 8 17 20 ,12.209091
173,7,20,1 7 8 12 14 15 16 ,12.209091
174,19,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 19 20 ,12.209091
175,20,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,12.209091
176,4,20,4 8 10 13 ,12.209091
177,6,20,3 8 12 17 19 20 ,12.209091
178,17,20,1 2 3 5 6 7 8 9 10 11 13 14 15 16 17 18 20 ,12.209091
179,11,20,1 2 4 5 6 7 9 13 14 18 20 ,12.209091
180,10,20,2 3 4 7 9 13 14 15 17 18 ,12.209091
181,5,20,5 7 9 16 18 ,12.209091
182,3,20,2 14 16 ,12.209091
183,7,20,1 2 3 7 10 11 20 ,12.209091
184,19,20,1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,12.209091
185,11,20,2 3 4 5 6 7 9 12 16 17 18 ,12.209091
186,2,20,1 5 ,12.209091
187,17,20,1 2 3 5 6 7 8 9 10 11 13 14 15 16 18 19 20 ,12.209091
188,8,20,1 7 10 14 16 18 19 20 ,12.209091
189,11,20,3 5 6 8 12 14 15 16 17 19 20 ,12.209091
190,5,20,1 2 3 16 17 ,12.209091
191,10,20,1 4 5 8 9 10 12 15 16 17 ,12.209091
192,2,20,8 13 ,12.209091
193,17,20,1 2 3 4 5 6 8 9 10 11 12 13 14 16 18 19 20 ,12.209091
194,20,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,12.209091
195,17,20,1 2 3 4 5 6 7 8 10 12 13 14 15 16 17 18 19 ,12.209091
196,17,20,1 2 4 5 6 7 8 9 10 11 12 13 14 15 17 18 20 ,12.209091
197,7,20,5 8 10 13 15 17 20 ,12.209091
198,10,20,3 4 5 6 7 10 11 13 16 20 ,12.209091
199,2,20,6 14 ,12.209091
200,4,20,3 4 10 13 ,12.209091
201,12,20,1 2 4 6 10 11 12 13 14 17 18 19 ,14.469997
202,3,20,1 7 15 ,14.469997
203,14,20,1 3 4 6 7 9 10 11 12 13 15 16 17 19 ,14.469997
204,14,20,1 3 5 6 7 8 9 11 12 14 15 16 17 19 ,14.469997
205,10,20,2 3 5 7 10 11 13 16 17 20 ,14.469997
206,8,20,3 6 9 13 16 17 18 19 ,14.469997
207,4,20,5 14 16 17 ,14.469997
208,4,20,3 6 13 19 ,14.469997
209,15,20,1 2 4 5 6 7 8 11 12 13 14 16 17 19 20 ,14.469997
210,16,20,1 3 4 5 7 8 9 10 11 13 14 15 16 17 18 19 ,14.469997
211,7,20,1 2 4 7 11 15 20 ,14.469997
212,5,20,3 5 14 18 19 ,14.469997
213,7,20,1 6 7 11 14 15 17 ,14.469997
214,5,20,2 8 10 13 19 ,14.469997
215,12,20,2 3 5 8 9 11 12 13 14 15 17 18 ,14.469997
216,15,20,2 4 5 6 8 10 11 12 14 15 16 17 18 19 20 ,14.469997
217,9,20,4 5 6 7 10 14 17 18 19 ,14.469997
218,16,20,1 3 4 5 6 7 9 10 13 14 15 16 17 18 19 20 ,14.469997
219,8,20,1 4 6 10 12 14 16 19 ,14.469997
220,13,20,3 6 7 8 11 12 13 15 16 17 18 19 20 ,14.469997
221,20,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,14.469997
222,8,20,5 6 8 10 11 12 17 20 ,14.469997
223,15,20,1 2 3 4 5 6 8 11 12 13 14 15 17 18 20 ,14.469997
224,4,20,8 11 13 14 ,14.469997
225,14,20,1 2 3 4 5 6 9 10 12 14 16 17 18 19 ,14.469997
226,3,20,1 8 12 ,14.469997
227,14,20,1 3 4 6 7 8 10 11 12 13 15 18 19 20 ,14.469997
228,16,20,1 2 4 5 6 7 8 9 10 11 12 13 15 16 17 18 ,14.469997
229,5,20,4 5 8 9 19 ,14.469997
230,4,20,1 10 19 20 ,14.469997
231,11,20,3 5 6 8 9 11 12 13 15 18 19 ,14.469997
232,10,20,1 2 5 8 9 10 13 15 17 19 ,14.469997
233,13,20,2 4 5 7 8 10 11 12 14 15 17 18 20 ,14.469997
234,19,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 19 20 ,14.469997
235,4,20,1 10 17 20 ,14.469997
236,9,20,2 6 8 10 13 14 16 17 20 ,15.332858
237,19,20,1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.332858
238,18,20,1 2 3 4 5 6 7 8 9 10 11 12 14 15 17 18 19 20 ,15.332858
239,5,20,4 5 9 18 19 ,15.332858
240,5,20,3 4 14 15 18 ,15.332858
241,12,20,1 4 7 8 9 11 12 13 14 15 17 20 ,15.332858
242,9,20,2 6 7 8 14 15 18 19 20 ,15.332858
243,15,20,1 2 4 6 7 8 9 10 11 12 14 15 16 19 20 ,15.332858
244,4,20,1 9 13 15 ,15.332858
245,14,20,1 2 3 4 5 6 8 9 10 12 16 18 19 20 ,15.332858
246,19,20,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.332858
247,9,20,1 2 3 6 7 9 11 12 20 ,15.332858
248,16,20,2 3 4 6 7 9 10 11 12 13 14 15 16 18 19 20 ,15.332858
249,18,20,1 2 3 4 6 7 8 10 11 12 13 14 15 16 17 18 19 20 ,15.332858
250,16,20,1 2 4 7 9 10 11 12 13 14 15 16 17 18 19 20 ,15.332858
251,14,20,1 2 3 4 6 9 10 11 13 14 16 17 18 20 ,15.332858
252,3,20,1 14 17 ,15.332858
253,5,20,1 9 13 14 16 ,15.332858
254,11,20,1 2 3 5 9 10 11 14 15 18 20 ,15.332858
255,19,20,1 2 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18 19 20 ,15.332858
256,5,20,1 3 4 8 15 ,15.332858
257,18,20,1 2 3 4 5 6 7 8 9 11 12 13 15 16 17 18 19 20 ,15.332858
258,16,20,2 3 4 6 7 8 9 10 11 13 14 15 16 17 18 19 ,15.332858
259,16,20,1 2 3 5 6 7 9 11 12 13 15 16 17 18 19 20 ,15.332858
260,4,20,2 8 14 16 ,15.332858
261,20,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.332858
262,5,20,1 2 6 7 15 ,15.332858
263,9,20,1 7 9 10 11 14 17 19 20 ,15.332858
264,17,20,1 2 4 5 7 8 9 11 12 13 14 15 16 17 18 19 20 ,15.332858
265,18,20,1 2 4 5 6 7 8 9 10 11 13 14 15 16 17 18 19 20 ,15.332858
266,19,20,1 2 3 4 5 6 7 8 9 10 11 12 13 15 16 17 18 19 20 ,15.332858
267,8,20,1 2 3 6 10 13 15 19 ,15.332858
268,7,20,3 4 5 7 9 10 13 ,15.332858
269,10,20,1 3 4 6 7 9 10 11 13 15 ,15.332858
270,8,20,3 4 10 12 14 16 18 20 ,15.332858
271,12,20,1 5 7 9 10 11 13 14 16 17 18 19 ,15.332858
272,6,20,3 5 10 11 14 17 ,15.332858
273,11,20,5 6 8 9 10 11 12 13 15 18 19 ,15.332858
274,19,20,1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.332858
275,14,20,2 3 4 6 8 9 13 14 15 16 17 18 19 20 ,15.332858
276,19,20,1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.332858
277,7,20,4 7 9 10 12 18 20 ,15.332858
278,4,20,2 4 5 7 ,15.332858
279,17,20,1 2 3 4 6 7 8 9 10 11 12 14 15 16 18 19 20 ,15.332858
280,10,20,1 7 8 9 10 11 12 13 16 17 ,15.332858
281,6,20,4 11 13 15 17 20 ,15.332858
282,15,20,1 3 4 5 6 8 9 11 12 13 14 15 16 17 18 ,15.332858
283,20,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.332858
284,5,20,2 7 10 15 17 ,15.332858
285,16,20,1 2 3 4 5 6 7 8 9 10 11 13 15 16 17 20 ,15.332858
286,13,20,1 3 4 5 8 10 12 13 14 15 16 18 19 ,15.332858
287,12,20,4 5 6 8 10 11 14 15 16 17 18 20 ,15.332858
288,4,20,1 4 10 19 ,15.332858
289,14,20,1 3 4 5 7 8 9 10 12 13 14 15 17 20 ,15.332858
290,8,20,1 6 8 11 12 13 15 16 ,15.332858
291,7,20,1 5 7 9 12 14 17 ,15.332858
292,15,20,1 2 5 6 7 8 9 10 11 14 15 17 18 19 20 ,15.332858
293,18,20,1 2 3 4 5 6 7 8 10 11 12 13 14 15 16 17 18 19 ,15.332858
294,13,20,3 4 5 6 7 8 12 14 15 17 18 19 20 ,15.332858
295,8,20,1 4 7 8 14 15 16 18 ,15.332858
296,10,20,1 3 7 9 11 13 14 15 16 19 ,15.332858
297,15,20,1 2 3 5 7 8 9 10 11 13 14 15 16 17 18 ,15.332858
298,14,20,1 3 5 6 7 8 9 10 11 12 14 15 19 20 ,15.332858
299,5,20,5 10 15 17 20 ,15.332858
300,19,20,1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.332858
301,4,20,6 8 9 12 ,15.332858
302,4,20,5 9 16 17 ,15.332858
303,8,20,1 2 7 8 11 14 17 19 ,15.332858
304,7,20,5 7 8 12 13 15 17 ,15.332858
305,12,20,2 4 5 6 10 12 13 14 15 18 19 20 ,15.332858
306,5,20,5 8 10 12 17 ,15.332858
307,3,20,1 6 16 ,15.332858
308,10,20,3 5 7 10 11 12 14 16 19 20 ,15.332858
309,19,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 20 ,15.332858
310,13,20,2 6 7 8 9 10 11 12 13 16 17 19 20 ,15.332858
311,15,20,1 2 3 4 6 7 8 9 12 13 16 17 18 19 20 ,15.332858
312,20,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.332858
313,18,20,1 2 3 4 5 7 8 9 10 11 12 13 15 16 17 18 19 20 ,15.332858
314,3,20,1 8 18 ,15.332858
315,3,20,4 10 16 ,15.332858
316,16,20,3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 20 ,15.332858
317,14,20,1 2 3 4 6 7 9 10 13 14 17 18 19 20 ,15.332858
318,20,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.332858
319,15,20,2 4 5 8 10 11 12 13 14 15 16 17 18 19 20 ,15.332858
320,7,20,3 5 9 12 13 18 20 ,15.332858
321,13,20,2 3 4 6 9 10 11 12 13 15 16 17 19 ,15.332858
322,19,20,1 2 3 4 5 6 7 8 9 10 11 12 13 15 16 17 18 19 20 ,15.332858
323,20,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.332858
324,15,20,1 2 4 5 6 7 8 9 11 12 14 16 17 19 20 ,15.332858
325,5,20,1 4 6 7 17 ,15.332858
326,7,20,5 7 12 14 15 16 17 ,15.332858
327,7,20,1 3 8 10 12 13 14 ,15.332858
328,4,20,13 14 15 16 ,15.332858
329,17,20,1 2 4 5 7 8 10 11 12 13 14 15 16 17 18 19 20 ,15.332858
330,2,20,7 16 ,15.332858
331,20,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.332858
332,13,20,2 3 4 8 9 11 12 14 15 16 17 18 19 ,15.332858
333,17,20,1 2 4 5 6 7 8 9 10 11 12 14 15 16 18 19 20 ,15.332858
334,10,20,2 3 4 5 9 13 15 17 18 20 ,15.332858
335,7,20,1 5 12 14 16 18 19 ,15.332858
336,20,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.332858
337,20,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.332858
338,7,20,2 7 9 12 14 16 17 ,15.332858
339,18,20,1 2 3 4 5 7 8 9 10 11 12 13 14 15 16 18 19 20 ,15.332858
340,2,20,12 14 ,15.332858
341,8,20,1 4 6 7 12 15 17 19 ,15.332858
342,7,20,1 3 8 11 13 16 19 ,15.332858
343,4,20,5 6 11 19 ,15.332858
344,8,20,3 4 5 6 7 11 12 16 ,15.332858
345,15,20,1 3 4 5 6 7 8 9 12 13 14 15 16 17 18 ,15.332858
346,3,20,3 6 9 ,15.332858
347,11,20,4 5 7 8 9 10 11 14 15 17 19 ,15.332858
348,15,20,2 3 5 7 8 9 10 12 13 14 15 16 17 18 19 ,15.332858
349,20,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.332858
350,17,20,2 3 4 5 6 7 8 9 10 12 13 14 15 17 18 19 20 ,15.332858
351,15,20,1 2 3 4 5 6 9 10 12 14 16 17 18 19 20 ,15.332858
352,11,20,1 3 5 7 8 9 12 15 18 19 20 ,15.332858
353,16,20,1 3 4 5 7 8 9 10 11 12 13 15 16 17 18 20 ,15.332858
354,12,20,2 3 5 6 12 13 14 15 16 17 19 20 ,15.332858
355,2,20,1 5 ,15.332858
356,12,20,2 3 4 5 8 9 11 13 14 17 19 20 ,15.332858
357,4,20,5 6 14 16 ,15.332858
358,2,20,3 5 ,15.332858
359,15,20,2 3 4 5 6 7 8 10 12 13 14 16 18 19 20 ,15.332858
360,4,20,1 11 14 17 ,15.332858
361,6,20,2 3 4 13 18 19 ,15.332858
362,11,20,1 3 5 6 10 11 12 14 17 19 20 ,15.332858
363,18,20,1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 20 ,15.332858
364,8,20,6 7 9 10 11 12 15 18 ,15.332858
365,9,20,3 6 8 10 11 12 13 17 18 ,15.332858
366,12,20,2 4 5 6 7 8 9 12 15 16 17 19 ,15.332858
367,14,20,2 3 5 6 7 8 10 11 14 15 16 18 19 20 ,15.332858
368,8,20,1 2 4 5 9 12 18 19 ,15.332858
369,8,20,2 5 7 10 11 15 19 20 ,15.332858
370,6,20,2 5 8 9 12 15 ,15.332858
371,20,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.332858
372,10,20,2 5 6 7 11 12 13 14 17 19 ,15.332858
373,10,20,1 2 4 5 6 9 10 11 16 20 ,15.332858
374,5,20,2 4 11 16 20 ,15.332858
375,8,20,7 9 10 11 13 15 19 20 ,15.332858
376,4,20,1 7 10 15 ,15.332858
377,15,20,1 2 4 5 6 7 8 9 12 13 14 15 16 17 19 ,15.332858
378,12,20,1 4 5 7 9 11 12 13 14 15 16 18 ,15.332858
379,18,20,1 2 3 4 5 6 7 8 10 11 12 13 14 15 16 18 19 20 ,15.332858
380,17,20,1 2 3 5 6 7 8 9 10 11 12 15 16 17 18 19 20 ,15.332858
381,20,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ,15.332858
382,15,20,1 2 4 5 7 8 9 11 12 13 14 15 16 17 18 ,15.332858
383,12,20,5 8 10 12 13 14 15 16 17 18 19 20 ,15.332858
384,19,20,1 2 3 4 5 6 7 8 9 10 12 13 14 15 16 17 18 19 20 ,15.332858
385,9,20,2 4 6 7 10 11 12 15 16 ,15.332858
386,16,20,1 2 3 4 5 6 7 8 9 10 11 12 14 15 16 19 ,15.332858
387,4,20,1 9 12 13 ,15.332858
388,19,20,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 20 ,15.332858
389,4,20,1 10 16 17 ,15.332858
390,2,20,4 18 ,15.332858
391,17,20,1 3 4 5 6 7 8 10 11 12 13 15 16 17 18 19 20 ,15.332858
392,13,20,1 2 3 5 6 7 8 9 12 16 17 19 20 ,15.332858
393,15,20,1 3 5 6 7 8 9 10 11 12 13 14 17 19 20 ,15.332858
394,6,20,4 5 11 12 16 20 ,15.332858
395,12,20,1 2 3 5 6 9 10 13 15 17 18 19 ,15.332858
396,14,20,2 3 4 7 8 9 10 12 13 14 15 17 18 20 ,15.332858
